Week,Team#,Match1,Match2,Match3
2, 11   , 53&54 , 23&24 , 11&12  
2, 12   , 45&46 , T1&T2 , 53&54  
2, 13   , 3&4 , 45&46 , 23&24  
2, 14   , 9&10 , 47&48 , T1&T2  
2, 15   , 53&54 , 5&6 , 15&16  
2, 16   , 13&14 , 27&28 , 3&4  
2, 17   , T1&T2 , T5&T6 , 47&48  
2, 18   , T7&T8 , 9&10 , 13&14  
2, 19   , 55&56 , 49&50 , 1&2  
2, 20   , T5&T6 , 45&46 , 9&10  
2, 21   , 23&24 , 53&54 , 3&4  
2, 22   , 9&10 , 1&2 , 55&56  
2, 23   , 25&26 , 3&4 , 7&8  
2, 24   , 3&4 , 55&56 , 25&26  
2, 25   , 47&48 , 3&4 , 21&22  
2, 26   , 15&16 , 5&6 , 1&2  
2, 27   , 51&52 , T5&T6 , 27&28  
2, 28   , 15&16 , 55&56 , 47&48  
2, 29   , 27&28 , 47&48 , 5&6  
2, 30   , T3&T4 , 51&52 , 45&46  
2, 31   , 1&2 , 53&54 , 9&10  
2, 32   , 7&8 , 13&14 , 55&56  
2, 33   , 49&50 , T3&T4 , 25&26  
2, 34   , 55&56 , T1&T2 , T7&T8  
2, 35   , T7&T8 , 49&50 , 21&22  
2, 36   , 23&24 , 13&14 , 45&46  
2, 37   , 27&28 , T3&T4 , 15&16  
2, 38   , T1&T2 , 27&28 , 53&54  
2, 39   , 13&14 , 11&12 , T5&T6  
2, 40   , 47&48 , 25&26 , T1&T2  
2, 41   , 11&12 , 15&16 , T3&T4  
2, 42   , 49&50 , 51&52 , 27&28  
2, 43   , 11&12 , T7&T8 , T5&T6  
2, 44   , 5&6 , 25&26 , 23&24  
3, 1    , T3&T4 , 49&50 , 51&52  
3, 2    , 3&4 , 25&26 , 21&22  
3, 3    , 15&16 , T7&T8 , 47&48  
3, 4    , T5&T6 , 45&46 , 1&2  
3, 5    , 49&50 , 7&8 , 25&26  
3, 6    , T1&T2 , 11&12 , 15&16  
3, 7    , 47&48 , 53&54 , 51&52  
3, 8    , 53&54 , 55&56 , T3&T4  
3, 9    , 11&12 , 9&10 , 21&22  
3, 10   , 5&6 , T5&T6 , 11&12  
3, 11   , 21&22 , T5&T6 , 5&6  
3, 12   , 5&6 , 51&52 , 55&56  
3, 13   , T5&T6 , 47&48 , 27&28  
3, 14   , 45&46 , 51&52 , 3&4  
3, 15   , 7&8 , 9&10 , 45&46  
3, 16   , 55&56 , 1&2 , 13&14  
3, 17   , 21&22 , 13&14 , 49&50  
3, 18   , 1&2 , 3&4 , 49&50  
3, 19   , 7&8 , 49&50 , 27&28  
3, 20   , 45&46 , 55&56 , T5&T6  
3, 21   , T7&T8 , 23&24 , 53&54  
3, 22   , 15&16 , 5&6 , 7&8  
3, 23   , 27&28 , 11&12 , 23&24  
3, 24   , 23&24 , T1&T2 , 13&14  
3, 25   , 51&52 , 1&2 , 9&10  
3, 26   , 47&48 , 5&6 , 53&54  
3, 27   , 1&2 , 7&8 , 15&16  
3, 28   , 25&26 , T7&T8 , 7&8  
3, 29   , 23&24 , T3&T4 , 9&10  
3, 30   , T3&T4 , 23&24 , T1&T2  
3, 31   , 49&50 , 21&22 , T1&T2  
3, 32   , 55&56 , T3&T4 , 45&46  
3, 33   , T1&T2 , 21&22 , 23&24  
3, 34   , 3&4 , 13&14 , 25&26  
3, 35   , T7&T8 , 47&48 , T3&T4  
3, 36   , 13&14 , 15&16 , T7&T8  
3, 37   , 51&52 , 45&46 , 3&4  
3, 38   , 9&10 , 53&54 , T5&T6  
3, 39   , 25&26 , 27&28 , 11&12  
3, 40   , 27&28 , 15&16 , 47&48  
3, 41   , 11&12 , T1&T2 , 5&6  
3, 42   , 9&10 , 25&26 , T7&T8  
3, 43   , 53&54 , 3&4 , 1&2  
3, 44   , 13&14 , 27&28 , 55&56  
4, 1    , T3&T4 , 9&10 , 25&26  
4, 2    , 11&12 , T1&T2 , 5&6  
4, 3    , 47&48 , 7&8 , 51&52  
4, 4    , 9&10 , 7&8 , 11&12  
4, 5    , 27&28 , 13&14 , T1&T2  
4, 6    , 51&52 , 49&50 , 23&24  
4, 7    , T5&T6 , 53&54 , 1&2  
4, 8    , 3&4 , 9&10 , 47&48  
4, 9    , 25&26 , 3&4 , 55&56  
4, 10   , 23&24 , 13&14 , 27&28  
4, 11   , 55&56 , T7&T8 , 11&12  
4, 12   , T3&T4 , T1&T2 , 53&54  
4, 13   , 53&54 , 23&24 , T5&T6  
4, 14   , 13&14 , T5&T6 , T1&T2  
4, 15   , 11&12 , 51&52 , T7&T8  
4, 16   , 13&14 , 53&54 , 27&28  
4, 17   , 49&50 , 45&46 , 55&56  
4, 18   , 47&48 , 51&52 , 45&46  
4, 19   , 45&46 , 15&16 , 13&14  
4, 20   , 55&56 , 15&16 , 3&4  
4, 21   , 5&6 , T3&T4 , 7&8  
4, 22   , 7&8 , 23&24 , 13&14  
4, 23   , 15&16 , 1&2 , T3&T4  
4, 24   , 5&6 , 25&26 , 45&46  
4, 25   , 21&22 , 5&6 , 7&8  
4, 26   , T7&T8 , 11&12 , 51&52  
4, 27   , 1&2 , 11&12 , 21&22  
4, 28   , 15&16 , 27&28 , 23&24  
4, 29   , 3&4 , 21&22 , T3&T4  
4, 30   , T5&T6 , 55&56 , 53&54  
4, 31   , T1&T2 , 47&48 , 9&10  
4, 32   , 51&52 , 47&48 , 3&4  
4, 33   , T7&T8 , 45&46 , 49&50  
4, 34   , 9&10 , 5&6 , 25&26  
4, 35   , 1&2 , 25&26 , 5&6  
4, 36   , 27&28 , 21&22 , 49&50  
4, 37   , 7&8 , 1&2 , 9&10  
4, 38   , T1&T2 , 3&4 , 47&48  
4, 39   , 25&26 , 55&56 , T7&T8  
4, 40   , 23&24 , T7&T8 , 21&22  
4, 41   , 21&22 , 49&50 , 15&16  
4, 42   , 53&54 , 27&28 , 1&2  
4, 43   , 49&50 , T3&T4 , T5&T6  
4, 44   , 45&46 , T5&T6 , 15&16  
5, 1    , 13&14 , T7&T8 , 27&28  
5, 2    , 5&6 , 9&10 , T1&T2  
5, 3    , 53&54 , 55&56 , 15&16  
5, 4    , 11&12 , T7&T8 , 13&14  
5, 5    , T5&T6 , 13&14 , 23&24  
5, 6    , T7&T8 , 7&8 , 49&50  
5, 7    , 3&4 , 49&50 , 9&10  
5, 8    , 11&12 , 13&14 , 7&8  
5, 9    , 1&2 , 47&48 , 21&22  
5, 10   , 9&10 , 53&54 , 3&4  
5, 11   , 47&48 , T5&T6 , 7&8  
5, 12   , 1&2 , 5&6 , 51&52  
5, 13   , 5&6 , 53&54 , 21&22  
5, 14   , 49&50 , 7&8 , 45&46  
5, 15   , T3&T4 , 3&4 , 55&56  
5, 16   , 23&24 , 55&56 , 47&48  
5, 17   , 27&28 , 1&2 , 15&16  
5, 18   , 47&48 , T1&T2 , 5&6  
5, 19   , T1&T2 , T5&T6 , 13&14  
5, 20   , T5&T6 , 3&4 , 1&2  
5, 21   , 53&54 , 49&50 , T3&T4  
5, 22   , 51&52 , T3&T4 , 11&12  
5, 23   , T3&T4 , 23&24 , 25&26  
5, 24   , 13&14 , 15&16 , 25&26  
5, 25   , T7&T8 , 47&48 , 23&24  
5, 26   , 23&24 , T1&T2 , 53&54  
5, 27   , 7&8 , 15&16 , 11&12  
5, 28   , 15&16 , 9&10 , 47&48  
5, 29   , 45&46 , 51&52 , 3&4  
5, 30   , 25&26 , 23&24 , T1&T2  
5, 31   , 7&8 , 11&12 , 9&10  
5, 32   , 9&10 , 21&22 , 27&28  
5, 33   , 25&26 , 45&46 , T3&T4  
5, 34   , 49&50 , 45&46 , 55&56  
5, 35   , 55&56 , 5&6 , 53&54  
5, 36   , 15&16 , 25&26 , 1&2  
5, 37   , 3&4 , 27&28 , 51&52  
5, 38   , 21&22 , 25&26 , T5&T6  
5, 39   , 21&22 , 51&52 , 45&46  
5, 40   , 45&46 , 1&2 , 5&6  
5, 41   , 27&28 , T3&T4 , T5&T6  
5, 42   , 55&56 , 11&12 , T7&T8  
5, 43   , T1&T2 , 27&28 , 49&50  
5, 44   , 51&52 , 21&22 , T7&T8  
6, 1    , 51&52 , T1&T2 , 25&26  
6, 2    , T7&T8 , 45&46 , 53&54  
6, 3    , 13&14 , 15&16 , T7&T8  
6, 4    , 5&6 , 13&14 , 45&46  
6, 5    , T3&T4 , 5&6 , T5&T6  
6, 6    , T1&T2 , 9&10 , 15&16  
6, 7    , 23&24 , 21&22 , 7&8  
6, 8    , 13&14 , 51&52 , 1&2  
6, 9    , T3&T4 , 21&22 , T1&T2  
6, 10   , 47&48 , T3&T4 , 3&4  
6, 11   , 7&8 , T7&T8 , T5&T6  
6, 12   , 11&12 , 55&56 , 5&6  
6, 13   , T5&T6 , 49&50 , 5&6  
6, 14   , 21&22 , 3&4 , 1&2  
6, 15   , 9&10 , 27&28 , T3&T4  
6, 16   , T7&T8 , T5&T6 , 23&24  
6, 17   , 25&26 , 51&52 , 27&28  
6, 18   , 27&28 , 1&2 , 11&12  
6, 19   , 25&26 , 23&24 , 51&52  
6, 20   , 11&12 , 15&16 , 47&48  
6, 21   , 49&50 , 47&48 , 45&46  
6, 22   , 1&2 , 13&14 , 3&4  
6, 23   , 3&4 , 49&50 , 9&10  
6, 24   , 21&22 , 53&54 , 49&50  
6, 25   , 5&6 , 55&56 , T7&T8  
6, 26   , 15&16 , 5&6 , 53&54  
6, 27   , T5&T6 , 11&12 , 23&24  
6, 28   , 9&10 , T7&T8 , 7&8  
6, 29   , 55&56 , 23&24 , 15&16  
6, 30   , 45&46 , 53&54 , 47&48  
6, 31   , 47&48 , 3&4 , 51&52  
6, 32   , 49&50 , 7&8 , 9&10  
6, 33   , 7&8 , 25&26 , 11&12  
6, 34   , 53&54 , 47&48 , 21&22  
6, 35   , 45&46 , T5&T6 , 25&26  
6, 36   , 3&4 , T3&T4 , 55&56  
6, 37   , 51&52 , 11&12 , T1&T2  
6, 38   , 27&28 , 25&26 , 21&22  
6, 39   , 23&24 , T1&T2 , 13&14  
6, 40   , 1&2 , 7&8 , 13&14  
6, 41   , 55&56 , 45&46 , T3&T4  
6, 42   , T1&T2 , 1&2 , 27&28  
6, 43   , 53&54 , 27&28 , 55&56  
6, 44   , 15&16 , 9&10 , 49&50  
7, 1    , 25&26 , 45&46 , T5&T6  
7, 2    , 11&12 , T5&T6 , 47&48  
7, 3    , 15&16 , T1&T2 , 13&14  
7, 4    , T7&T8 , 1&2 , 45&46  
7, 5    , 7&8 , 45&46 , T3&T4  
7, 6    , 9&10 , T1&T2 , 25&26  
7, 7    , 1&2 , 49&50 , T1&T2  
7, 8    , 1&2 , 11&12 , 5&6  
7, 9    , 47&48 , T7&T8 , 27&28  
7, 10   , 47&48 , 1&2 , 11&12  
7, 11   , 49&50 , 13&14 , 15&16  
7, 12   , 7&8 , 47&48 , 3&4  
7, 13   , T3&T4 , 9&10 , 23&24  
7, 14   , 21&22 , 51&52 , 49&50  
7, 15   , 27&28 , 55&56 , T3&T4  
7, 16   , 53&54 , 13&14 , 9&10  
7, 17   , 25&26 , 7&8 , T1&T2  
7, 18   , 51&52 , 25&26 , 3&4  
7, 19   , 3&4 , 23&24 , 5&6  
7, 20   , T5&T6 , T3&T4 , 27&28  
7, 21   , T3&T4 , 53&54 , 47&48  
7, 22   , 53&54 , T3&T4 , 1&2  
7, 23   , 55&56 , 25&26 , T5&T6  
7, 24   , 11&12 , 27&28 , 25&26  
7, 25   , 23&24 , 11&12 , 1&2  
7, 26   , 23&24 , 21&22 , 49&50  
7, 27   , 27&28 , T5&T6 , 55&56  
7, 28   , T1&T2 , 47&48 , 7&8  
7, 29   , T5&T6 , 3&4 , 55&56  
7, 30   , 21&22 , 55&56 , T7&T8  
7, 31   , 51&52 , 5&6 , 13&14  
7, 32   , 49&50 , 15&16 , 7&8  
7, 33   , T1&T2 , 15&16 , 9&10  
7, 34   , 45&46 , 49&50 , 23&24  
7, 35   , 5&6 , 7&8 , 21&22  
7, 36   , 9&10 , 5&6 , 51&52  
7, 37   , 15&16 , 23&24 , T7&T8  
7, 38   , 3&4 , 51&52 , 21&22  
7, 39   , T7&T8 , 21&22 , 53&54  
7, 40   , 13&14 , 9&10 , 45&46  
7, 41   , 5&6 , 53&54 , 51&52  
7, 42   , 45&46 , 27&28 , 53&54  
7, 43   , 13&14 , T7&T8 , 15&16  
7, 44   , 55&56 , 3&4 , 11&12  
