Week,Team#,Match1,Match2,Match3
7, 18   , T3&T4 , 21&22 , 23&24  
7, 19   , T5&T6 , 47&48 , 13&14  
7, 20   , 53&54 , T7&T8 , 27&28  
7, 21   , 49&50 , 3&4 , 7&8  
7, 22   , 5&6 , 3&4 , T5&T6  
7, 23   , 15&16 , T1&T2 , 5&6  
7, 24   , 23&24 , 7&8 , 1&2  
7, 25   , 15&16 , 9&10 , 21&22  
7, 26   , 27&28 , 23&24 , 7&8  
7, 27   , 21&22 , 27&28 , 49&50  
7, 28   , 1&2 , 27&28 , 11&12  
7, 29   , 23&24 , 55&56 , 45&46  
7, 30   , T3&T4 , 11&12 , 11&12  
7, 31   , 45&46 , 45&46 , 3&4  
7, 32   , 53&54 , 25&26 , T7&T8  
7, 33   , 27&28 , 15&16 , 25&26  
7, 34   , 47&48 , 23&24 , T7&T8  
7, 35   , 13&14 , 13&14 , 55&56  
7, 36   , 11&12 , 15&16 , 21&22  
7, 37   , 9&10 , 47&48 , 3&4  
7, 38   , 49&50 , T7&T8 , 15&16  
7, 39   , 51&52 , 53&54 , 55&56  
7, 40   , 9&10 , 7&8 , T3&T4  
7, 41   , T7&T8 , 45&46 , 51&52  
7, 42   , 51&52 , 49&50 , 49&50  
7, 43   , 1&2 , 21&22 , 5&6  
7, 44   , 7&8 , 5&6 , 45&46  
