Week,Team#,Match1,Match2,Match3
2, 2    , 9&10 , 1&2 , 5&6  
2, 3    , 23&24 , 47&48 , 3&4  
2, 4    , T7&T8 , 47&48 , 47&48  
2, 5    , 21&22 , T1&T2 , 27&28  
2, 6    , 9&10 , T7&T8 , 1&2  
2, 7    , 3&4 , 3&4 , 5&6  
2, 8    , 49&50 , T7&T8 , 7&8  
2, 9    , T5&T6 , T3&T4 , 9&10  
2, 10   , T7&T8 , 25&26 , 1&2  
2, 11   , 5&6 , 27&28 , T5&T6  
2, 12   , T1&T2 , 21&22 , T5&T6  
2, 13   , T3&T4 , 45&46 , 49&50  
2, 14   , 51&52 , 11&12 , 49&50  
2, 15   , 3&4 , 1&2 , 7&8  
2, 16   , 45&46 , 9&10 , 15&16  
2, 17   , 23&24 , 11&12 , 51&52  
2, 18   , 5&6 , 21&22 , 45&46  
2, 19   , 27&28 , T5&T6 , 13&14  
2, 20   , 15&16 , 3&4 , 21&22  
2, 21   , 11&12 , 23&24 , 25&26  
2, 22   , 13&14 , 23&24 , T3&T4  
2, 23   , 51&52 , 49&50 , T1&T2  
2, 24   , 11&12 , 7&8 , 11&12  
2, 25   , 21&22 , 45&46 , 15&16  
2, 26   , 1&2 , 49&50 , 27&28  
2, 27   , T5&T6 , 7&8 , 13&14  
2, 28   , 45&46 , T1&T2 , T1&T2  
2, 29   , 47&48 , 13&14 , 23&24  
2, 30   , T3&T4 , T5&T6 , 21&22  
2, 31   , 15&16 , 15&16 , 11&12  
2, 32   , 27&28 , 27&28 , T3&T4  
2, 33   , 7&8 , 25&26 , 23&24  
2, 34   , 1&2 , 13&14 , 45&46  
2, 35   , T1&T2 , 9&10 , 3&4  
2, 36   , 7&8 , 51&52 , 25&26  
2, 37   , 47&48 , 5&6 , 51&52  
2, 38   , 25&26 , 51&52 , 47&48  
2, 39   , 49&50 , 5&6 , 9&10  
2, 40   , 13&14 , 15&16 , T7&T8  
3, 1    , 3&4 , 51&52 , T1&T2  
3, 2    , 15&16 , 5&6 , 51&52  
3, 3    , T3&T4 , 27&28 , 45&46  
3, 4    , 9&10 , 21&22 , T5&T6  
3, 5    , 9&10 , 15&16 , 23&24  
3, 6    , 21&22 , 45&46 , 5&6  
3, 7    , 47&48 , 3&4 , 1&2  
3, 8    , 23&24 , 1&2 , 13&14  
3, 9    , 11&12 , T1&T2 , T3&T4  
3, 10   , 45&46 , T7&T8 , 27&28  
3, 11   , 23&24 , 25&26 , T3&T4  
3, 12   , 3&4 , 11&12 , T7&T8  
3, 13   , 45&46 , 9&10 , T5&T6  
3, 14   , 1&2 , 7&8 , 7&8  
3, 15   , 5&6 , 7&8 , 25&26  
3, 16   , 27&28 , 13&14 , 23&24  
3, 17   , 15&16 , 1&2 , 49&50  
3, 18   , 25&26 , 13&14 , 7&8  
3, 19   , 49&50 , T7&T8 , 21&22  
3, 20   , 49&50 , 23&24 , 47&48  
3, 21   , T1&T2 , T5&T6 , 5&6  
3, 22   , 7&8 , 15&16 , 45&46  
3, 23   , 7&8 , 25&26 , T7&T8  
3, 24   , 1&2 , 21&22 , 11&12  
3, 25   , T7&T8 , T5&T6 , 51&52  
3, 26   , 5&6 , 5&6 , 49&50  
3, 27   , T5&T6 , 49&50 , 9&10  
3, 28   , T1&T2 , 47&48 , 25&26  
3, 29   , T5&T6 , 3&4 , 21&22  
3, 30   , 13&14 , 51&52 , 1&2  
3, 31   , 47&48 , 27&28 , 15&16  
3, 32   , T7&T8 , T1&T2 , 15&16  
3, 33   , 25&26 , T3&T4 , 3&4  
3, 34   , 27&28 , T3&T4 , T1&T2  
3, 35   , 13&14 , 23&24 , 13&14  
3, 36   , 51&52 , 49&50 , 27&28  
3, 37   , 11&12 , 45&46 , 9&10  
3, 38   , 21&22 , 9&10 , 3&4  
3, 39   , T3&T4 , 11&12 , 47&48  
3, 40   , 51&52 , 47&48 , 11&12  
4, 1    , 9&10 , 47&48 , 9&10  
4, 2    , 51&52 , 51&52 , T5&T6  
4, 3    , 23&24 , 9&10 , 47&48  
4, 4    , 3&4 , 45&46 , 7&8  
4, 5    , T7&T8 , T3&T4 , T3&T4  
4, 6    , T3&T4 , 23&24 , T3&T4  
4, 7    , 11&12 , 25&26 , T1&T2  
4, 8    , 15&16 , T3&T4 , 51&52  
4, 9    , 3&4 , 27&28 , 3&4  
4, 10   , T5&T6 , 51&52 , 51&52  
4, 11   , 5&6 , T7&T8 , T5&T6  
4, 12   , 25&26 , 11&12 , 13&14  
4, 13   , 27&28 , T5&T6 , T7&T8  
4, 14   , T7&T8 , 47&48 , 27&28  
4, 15   , 1&2 , 15&16 , 23&24  
4, 16   , 1&2 , T1&T2 , T7&T8  
4, 17   , 47&48 , 13&14 , 5&6  
4, 18   , 7&8 , 21&22 , 15&16  
4, 19   , 9&10 , 5&6 , 15&16  
4, 20   , T5&T6 , 23&24 , 7&8  
4, 21   , 49&50 , 11&12 , 3&4  
4, 22   , 5&6 , 45&46 , 21&22  
4, 23   , 45&46 , 13&14 , 25&26  
4, 24   , 45&46 , 7&8 , 11&12  
4, 25   , 11&12 , 3&4 , 49&50  
4, 26   , 25&26 , T7&T8 , 27&28  
4, 27   , T1&T2 , T1&T2 , 9&10  
4, 28   , T3&T4 , 21&22 , 11&12  
4, 29   , 7&8 , 9&10 , 5&6  
4, 30   , 15&16 , 15&16 , 47&48  
4, 31   , 21&22 , 49&50 , 45&46  
4, 32   , 27&28 , 1&2 , 25&26  
4, 33   , 49&50 , 7&8 , 45&46  
4, 34   , 21&22 , 3&4 , 21&22  
4, 35   , T1&T2 , T5&T6 , 1&2  
4, 36   , 23&24 , 1&2 , T1&T2  
4, 37   , 51&52 , 49&50 , 49&50  
4, 38   , 13&14 , 27&28 , 13&14  
4, 39   , 47&48 , 25&26 , 23&24  
4, 40   , 13&14 , 5&6 , 1&2  
5, 1    , 5&6 , 3&4 , 23&24  
5, 2    , 13&14 , 15&16 , 5&6  
5, 3    , 47&48 , 9&10 , 21&22  
5, 4    , T5&T6 , 51&52 , 23&24  
5, 5    , 45&46 , T5&T6 , 15&16  
5, 6    , 7&8 , T1&T2 , 47&48  
5, 7    , 7&8 , 11&12 , 27&28  
5, 8    , 15&16 , 51&52 , 51&52  
5, 9    , 25&26 , 1&2 , 1&2  
5, 10   , 5&6 , 49&50 , T7&T8  
5, 11   , 51&52 , 7&8 , T1&T2  
5, 12   , 13&14 , 9&10 , 3&4  
5, 13   , 23&24 , 23&24 , T5&T6  
5, 14   , 47&48 , T7&T8 , 9&10  
5, 15   , 21&22 , 25&26 , 47&48  
5, 16   , 9&10 , 7&8 , 25&26  
5, 17   , T3&T4 , 5&6 , T3&T4  
5, 18   , 15&16 , 47&48 , 5&6  
5, 19   , 9&10 , T1&T2 , 21&22  
5, 20   , 3&4 , 25&26 , 7&8  
5, 21   , 51&52 , 15&16 , 49&50  
5, 22   , 25&26 , 3&4 , 3&4  
5, 23   , T7&T8 , 45&46 , 45&46  
5, 24   , 49&50 , 23&24 , 25&26  
5, 25   , T1&T2 , 1&2 , 13&14  
5, 26   , 49&50 , 47&48 , 1&2  
5, 27   , 27&28 , 49&50 , 11&12  
5, 28   , 1&2 , T3&T4 , T3&T4  
5, 29   , 1&2 , 45&46 , 51&52  
5, 30   , 45&46 , T7&T8 , 13&14  
5, 31   , 27&28 , 13&14 , 49&50  
5, 32   , 11&12 , 27&28 , 9&10  
5, 33   , 3&4 , 21&22 , 27&28  
5, 34   , 11&12 , 5&6 , 15&16  
5, 35   , T1&T2 , 21&22 , T7&T8  
5, 36   , T3&T4 , T3&T4 , T5&T6  
5, 37   , T5&T6 , 27&28 , 7&8  
5, 38   , 21&22 , T5&T6 , T1&T2  
5, 39   , 23&24 , 13&14 , 45&46  
5, 40   , T7&T8 , 11&12 , 11&12  
6, 1    , 5&6 , 1&2 , 5&6  
6, 2    , 25&26 , 3&4 , 45&46  
6, 3    , T1&T2 , 1&2 , 25&26  
6, 4    , 7&8 , 7&8 , 3&4  
6, 5    , 21&22 , 47&48 , T1&T2  
6, 6    , 51&52 , 15&16 , 27&28  
6, 7    , 13&14 , 23&24 , 25&26  
6, 8    , T5&T6 , 21&22 , T3&T4  
6, 9    , 9&10 , 49&50 , T7&T8  
6, 10   , 49&50 , 51&52 , T5&T6  
6, 11   , T1&T2 , 25&26 , 27&28  
6, 12   , T7&T8 , T1&T2 , T7&T8  
6, 13   , 5&6 , 9&10 , 1&2  
6, 14   , 25&26 , 23&24 , 13&14  
6, 15   , 1&2 , 27&28 , 5&6  
6, 16   , 9&10 , 13&14 , 47&48  
6, 17   , 15&16 , T5&T6 , 23&24  
6, 18   , 51&52 , 49&50 , 51&52  
6, 19   , 47&48 , T5&T6 , 11&12  
6, 20   , 27&28 , T3&T4 , 21&22  
6, 21   , 3&4 , 27&28 , T3&T4  
6, 22   , 27&28 , 45&46 , 11&12  
6, 23   , 23&24 , 11&12 , T5&T6  
6, 24   , 13&14 , T7&T8 , 9&10  
6, 25   , T7&T8 , 15&16 , 15&16  
6, 26   , 7&8 , T3&T4 , 49&50  
6, 27   , 3&4 , T1&T2 , 1&2  
6, 28   , 49&50 , 9&10 , 7&8  
6, 29   , T3&T4 , 25&26 , 9&10  
6, 30   , 45&46 , 5&6 , 51&52  
6, 31   , 23&24 , 5&6 , 23&24  
6, 32   , 15&16 , 7&8 , 45&46  
6, 33   , 1&2 , 21&22 , 3&4  
6, 34   , 11&12 , 11&12 , 13&14  
6, 35   , 47&48 , 47&48 , 7&8  
6, 36   , 11&12 , 3&4 , T1&T2  
6, 37   , 21&22 , 45&46 , 47&48  
6, 38   , 45&46 , 13&14 , 21&22  
6, 39   , T3&T4 , T7&T8 , 15&16  
6, 40   , T5&T6 , 51&52 , 49&50  
7, 1    , 3&4 , 25&26 , 3&4  
7, 2    , 9&10 , T5&T6 , T1&T2  
7, 3    , T3&T4 , 21&22 , 51&52  
7, 4    , 25&26 , 11&12 , 11&12  
7, 5    , 13&14 , 15&16 , 3&4  
7, 6    , 7&8 , 27&28 , 9&10  
7, 7    , 13&14 , 47&48 , 15&16  
7, 8    , 11&12 , T3&T4 , T3&T4  
7, 9    , 11&12 , 1&2 , 9&10  
7, 10   , 49&50 , 21&22 , 27&28  
7, 11   , T7&T8 , 47&48 , 45&46  
7, 12   , 27&28 , 5&6 , 1&2  
7, 13   , 45&46 , 23&24 , 51&52  
7, 14   , 51&52 , 7&8 , 47&48  
7, 15   , 47&48 , 13&14 , 45&46  
7, 16   , T1&T2 , 9&10 , 21&22  
7, 17   , T7&T8 , 15&16 , 25&26  
7, 18   , 21&22 , 49&50 , 27&28  
7, 19   , 51&52 , 51&52 , T1&T2  
7, 20   , 27&28 , 45&46 , T3&T4  
7, 21   , 5&6 , 49&50 , T7&T8  
7, 22   , T5&T6 , T5&T6 , 21&22  
7, 23   , 15&16 , 23&24 , 5&6  
7, 24   , T5&T6 , 3&4 , 1&2  
7, 25   , 1&2 , 3&4 , 23&24  
7, 26   , 23&24 , T1&T2 , 15&16  
7, 27   , 15&16 , T3&T4 , 25&26  
7, 28   , 25&26 , 7&8 , T5&T6  
7, 29   , 7&8 , 1&2 , 47&48  
7, 30   , 5&6 , 27&28 , 13&14  
7, 31   , 1&2 , 9&10 , T5&T6  
7, 32   , T3&T4 , 45&46 , T7&T8  
7, 33   , T1&T2 , 5&6 , 23&24  
7, 34   , 9&10 , T7&T8 , 7&8  
7, 35   , 47&48 , 25&26 , 7&8  
7, 36   , 23&24 , 51&52 , 49&50  
7, 37   , 21&22 , T1&T2 , 49&50  
7, 38   , 49&50 , T7&T8 , 5&6  
7, 39   , 3&4 , 11&12 , 13&14  
7, 40   , 45&46 , 13&14 , 11&12  
