Week,Team#,Match1,Match2,Match3
2, 2    , 45&46 , 9&10 , 51&52  
2, 3    , 47&48 , 27&28 , T5&T6  
2, 4    , 11&12 , 45&46 , 7&8  
2, 5    , 21&22 , 7&8 , 13&14  
2, 6    , 23&24 , 25&26 , 11&12  
2, 7    , 7&8 , 13&14 , 23&24  
2, 8    , 3&4 , 23&24 , T3&T4  
2, 9    , 51&52 , 11&12 , 21&22  
2, 10   , 21&22 , 1&2 , 47&48  
2, 11   , T1&T2 , 47&48 , 53&54  
2, 12   , T5&T6 , 49&50 , 15&16  
2, 13   , 25&26 , 53&54 , 47&48  
2, 14   , 11&12 , T1&T2 , 25&26  
2, 15   , 5&6 , 45&46 , T1&T2  
2, 16   , 1&2 , 27&28 , 5&6  
2, 17   , 7&8 , T7&T8 , 3&4  
2, 18   , 53&54 , 47&48 , 45&46  
2, 19   , 1&2 , 5&6 , T1&T2  
2, 20   , 9&10 , 1&2 , 3&4  
2, 21   , 23&24 , T5&T6 , 27&28  
2, 22   , T1&T2 , 13&14 , 9&10  
2, 23   , 13&14 , T3&T4 , 11&12  
2, 24   , 15&16 , 49&50 , 9&10  
2, 25   , 45&46 , 23&24 , 49&50  
2, 26   , 47&48 , T7&T8 , 25&26  
2, 27   , 51&52 , 7&8 , 5&6  
2, 28   , T3&T4 , 21&22 , T7&T8  
2, 29   , 5&6 , T3&T4 , 51&52  
2, 30   , T3&T4 , 11&12 , 13&14  
2, 31   , 13&14 , 3&4 , 1&2  
2, 32   , 15&16 , 51&52 , 27&28  
2, 33   , 49&50 , 15&16 , 53&54  
2, 34   , T7&T8 , 5&6 , 49&50  
2, 35   , 25&26 , 15&16 , 45&46  
2, 36   , 49&50 , T5&T6 , 1&2  
2, 37   , T7&T8 , 25&26 , 15&16  
2, 38   , 27&28 , 9&10 , T5&T6  
2, 39   , 3&4 , 53&54 , 7&8  
2, 40   , T5&T6 , 21&22 , 23&24  
2, 41   , 53&54 , 51&52 , T7&T8  
2, 42   , 27&28 , 3&4 , T3&T4  
3, 1    , 3&4 , 13&14 , 45&46  
3, 2    , 21&22 , 25&26 , 23&24  
3, 3    , 27&28 , 3&4 , 45&46  
3, 4    , 51&52 , 7&8 , T7&T8  
3, 5    , T1&T2 , T3&T4 , 51&52  
3, 6    , 25&26 , 23&24 , 47&48  
3, 7    , 5&6 , 53&54 , 25&26  
3, 8    , 3&4 , 15&16 , 49&50  
3, 9    , 47&48 , 15&16 , T1&T2  
3, 10   , 45&46 , T7&T8 , 27&28  
3, 11   , T7&T8 , 53&54 , 27&28  
3, 12   , 5&6 , 21&22 , T1&T2  
3, 13   , 53&54 , 13&14 , 15&16  
3, 14   , T7&T8 , T5&T6 , 5&6  
3, 15   , 15&16 , 25&26 , 5&6  
3, 16   , 13&14 , 5&6 , 51&52  
3, 17   , 23&24 , 9&10 , 21&22  
3, 18   , 49&50 , T7&T8 , 1&2  
3, 19   , 7&8 , 51&52 , T5&T6  
3, 20   , 53&54 , 47&48 , T3&T4  
3, 21   , 49&50 , 7&8 , 53&54  
3, 22   , 13&14 , 23&24 , 11&12  
3, 23   , T1&T2 , 45&46 , 3&4  
3, 24   , 9&10 , T1&T2 , 13&14  
3, 25   , T3&T4 , T5&T6 , 3&4  
3, 26   , T5&T6 , 51&52 , 1&2  
3, 27   , T3&T4 , 49&50 , 9&10  
3, 28   , 27&28 , 9&10 , T5&T6  
3, 29   , 11&12 , 21&22 , T3&T4  
3, 30   , 23&24 , 27&28 , 13&14  
3, 31   , T5&T6 , 11&12 , 25&26  
3, 32   , 45&46 , 49&50 , 7&8  
3, 33   , 51&52 , 3&4 , 23&24  
3, 34   , 11&12 , 47&48 , 7&8  
3, 35   , 9&10 , 11&12 , 53&54  
3, 36   , 1&2 , 45&46 , 47&48  
3, 37   , 1&2 , 5&6 , 11&12  
3, 38   , 7&8 , 1&2 , 49&50  
3, 39   , 47&48 , T1&T2 , 21&22  
3, 40   , 21&22 , T3&T4 , 15&16  
3, 41   , 25&26 , 1&2 , 9&10  
3, 42   , 15&16 , 27&28 , T7&T8  
4, 1    , 9&10 , 5&6 , 11&12  
4, 2    , 45&46 , T7&T8 , 27&28  
4, 3    , 49&50 , 1&2 , 27&28  
4, 4    , 21&22 , T3&T4 , 13&14  
4, 5    , 5&6 , 25&26 , 49&50  
4, 6    , 15&16 , T1&T2 , 7&8  
4, 7    , 49&50 , 3&4 , 21&22  
4, 8    , T3&T4 , 13&14 , 9&10  
4, 9    , 7&8 , 21&22 , 47&48  
4, 10   , 21&22 , 49&50 , 51&52  
4, 11   , 9&10 , 47&48 , 3&4  
4, 12   , 47&48 , 23&24 , 1&2  
4, 13   , 25&26 , 13&14 , T3&T4  
4, 14   , 3&4 , T5&T6 , 9&10  
4, 15   , 47&48 , 45&46 , 7&8  
4, 16   , 25&26 , 23&24 , 5&6  
4, 17   , 7&8 , 53&54 , 49&50  
4, 18   , T3&T4 , 53&54 , 45&46  
4, 19   , 1&2 , T5&T6 , T7&T8  
4, 20   , 15&16 , 11&12 , 13&14  
4, 21   , 11&12 , 5&6 , T3&T4  
4, 22   , 53&54 , 15&16 , 25&26  
4, 23   , 23&24 , 11&12 , 1&2  
4, 24   , 11&12 , 47&48 , 21&22  
4, 25   , 27&28 , 9&10 , T5&T6  
4, 26   , T5&T6 , 15&16 , 11&12  
4, 27   , 13&14 , 49&50 , 25&26  
4, 28   , 51&52 , T3&T4 , 45&46  
4, 29   , T5&T6 , 51&52 , T1&T2  
4, 30   , T7&T8 , 3&4 , 23&24  
4, 31   , 13&14 , 27&28 , T7&T8  
4, 32   , 53&54 , 25&26 , T1&T2  
4, 33   , T1&T2 , 51&52 , 53&54  
4, 34   , 3&4 , 7&8 , 23&24  
4, 35   , 5&6 , 21&22 , 3&4  
4, 36   , 45&46 , 9&10 , 15&16  
4, 37   , T1&T2 , 45&46 , 47&48  
4, 38   , 51&52 , T1&T2 , 15&16  
4, 39   , 1&2 , 7&8 , T5&T6  
4, 40   , T7&T8 , 1&2 , 53&54  
4, 41   , 23&24 , 27&28 , 5&6  
4, 42   , 27&28 , T7&T8 , 51&52  
5, 1    , 1&2 , 45&46 , T7&T8  
5, 2    , 49&50 , 5&6 , 13&14  
5, 3    , 9&10 , 3&4 , 15&16  
5, 4    , T7&T8 , 45&46 , T3&T4  
5, 5    , 25&26 , T3&T4 , 53&54  
5, 6    , 9&10 , 49&50 , 25&26  
5, 7    , 3&4 , 49&50 , 53&54  
5, 8    , T5&T6 , 47&48 , T1&T2  
5, 9    , 3&4 , 27&28 , 5&6  
5, 10   , 21&22 , 9&10 , 45&46  
5, 11   , 27&28 , 15&16 , 7&8  
5, 12   , 53&54 , T7&T8 , T1&T2  
5, 13   , 5&6 , 7&8 , 1&2  
5, 14   , 23&24 , 21&22 , 3&4  
5, 15   , 11&12 , T5&T6 , 23&24  
5, 16   , T7&T8 , 27&28 , 13&14  
5, 17   , T1&T2 , 15&16 , 51&52  
5, 18   , 53&54 , T3&T4 , 11&12  
5, 19   , 25&26 , 23&24 , 49&50  
5, 20   , 15&16 , T7&T8 , 23&24  
5, 21   , 49&50 , 11&12 , 9&10  
5, 22   , 45&46 , 23&24 , 51&52  
5, 23   , T3&T4 , T1&T2 , 47&48  
5, 24   , 13&14 , 25&26 , T3&T4  
5, 25   , 21&22 , 25&26 , 7&8  
5, 26   , 7&8 , 51&52 , T5&T6  
5, 27   , 23&24 , T1&T2 , 21&22  
5, 28   , 27&28 , 53&54 , 21&22  
5, 29   , 47&48 , 13&14 , 45&46  
5, 30   , 5&6 , 47&48 , 9&10  
5, 31   , 11&12 , 1&2 , 3&4  
5, 32   , T3&T4 , 51&52 , 5&6  
5, 33   , 1&2 , T5&T6 , 47&48  
5, 34   , T5&T6 , 11&12 , 1&2  
5, 35   , 51&52 , 9&10 , 49&50  
5, 36   , 45&46 , 53&54 , 15&16  
5, 37   , 47&48 , 7&8 , 27&28  
5, 38   , T1&T2 , 1&2 , 27&28  
5, 39   , 51&52 , 13&14 , 25&26  
5, 40   , 13&14 , 21&22 , T5&T6  
5, 41   , 15&16 , 5&6 , T7&T8  
5, 42   , 7&8 , 3&4 , 11&12  
6, 1    , T1&T2 , 1&2 , 53&54  
6, 2    , T1&T2 , 49&50 , 23&24  
6, 3    , T7&T8 , 5&6 , 45&46  
6, 4    , 45&46 , 27&28 , 5&6  
6, 5    , 13&14 , 27&28 , T1&T2  
6, 6    , T3&T4 , 23&24 , 13&14  
6, 7    , 25&26 , 1&2 , 49&50  
6, 8    , 9&10 , 25&26 , 11&12  
6, 9    , 53&54 , 45&46 , 25&26  
6, 10   , 5&6 , 3&4 , 15&16  
6, 11   , 3&4 , 45&46 , T3&T4  
6, 12   , 23&24 , 9&10 , 15&16  
6, 13   , 15&16 , 11&12 , 27&28  
6, 14   , 27&28 , 9&10 , 25&26  
6, 15   , 53&54 , T3&T4 , 21&22  
6, 16   , 27&28 , 53&54 , 51&52  
6, 17   , 21&22 , 47&48 , 1&2  
6, 18   , 11&12 , T1&T2 , 9&10  
6, 19   , 5&6 , 25&26 , 1&2  
6, 20   , 47&48 , 49&50 , 7&8  
6, 21   , 23&24 , 21&22 , 3&4  
6, 22   , 9&10 , T1&T2 , 21&22  
6, 23   , 51&52 , T3&T4 , 3&4  
6, 24   , 13&14 , 7&8 , 9&10  
6, 25   , T3&T4 , 11&12 , 53&54  
6, 26   , 47&48 , 15&16 , 13&14  
6, 27   , 11&12 , T5&T6 , 5&6  
6, 28   , 51&52 , 13&14 , 7&8  
6, 29   , 15&16 , 5&6 , 49&50  
6, 30   , T7&T8 , T5&T6 , 51&52  
6, 31   , 7&8 , 23&24 , T7&T8  
6, 32   , 7&8 , 13&14 , T5&T6  
6, 33   , 1&2 , 15&16 , T7&T8  
6, 34   , 49&50 , 3&4 , 45&46  
6, 35   , 21&22 , 53&54 , 23&24  
6, 36   , 45&46 , T7&T8 , 27&28  
6, 37   , T5&T6 , 47&48 , T3&T4  
6, 38   , 49&50 , 21&22 , T5&T6  
6, 39   , 1&2 , T7&T8 , T1&T2  
6, 40   , 3&4 , 51&52 , 11&12  
6, 41   , 25&26 , 51&52 , 47&48  
6, 42   , T5&T6 , 7&8 , 47&48  
7, 1    , 3&4 , 1&2 , T3&T4  
7, 2    , 45&46 , 25&26 , 5&6  
7, 3    , 21&22 , T5&T6 , 45&46  
7, 4    , 23&24 , 49&50 , 27&28  
7, 5    , 13&14 , T7&T8 , T1&T2  
7, 6    , 53&54 , 7&8 , T7&T8  
7, 7    , 45&46 , 9&10 , 15&16  
7, 8    , 51&52 , 45&46 , 49&50  
7, 9    , T3&T4 , 53&54 , 23&24  
7, 10   , T1&T2 , 3&4 , T5&T6  
7, 11   , 53&54 , 11&12 , 27&28  
7, 12   , 47&48 , 25&26 , T7&T8  
7, 13   , T5&T6 , 9&10 , T1&T2  
7, 14   , 1&2 , T1&T2 , T5&T6  
7, 15   , 5&6 , 15&16 , 51&52  
7, 16   , 7&8 , 23&24 , 15&16  
7, 17   , 27&28 , 47&48 , 25&26  
7, 18   , 9&10 , 27&28 , 45&46  
7, 19   , 11&12 , T5&T6 , 13&14  
7, 20   , T7&T8 , 51&52 , 47&48  
7, 21   , 13&14 , 23&24 , 47&48  
7, 22   , 21&22 , T7&T8 , 11&12  
7, 23   , 51&52 , 5&6 , 25&26  
7, 24   , 27&28 , 13&14 , 21&22  
7, 25   , T3&T4 , 47&48 , 53&54  
7, 26   , 49&50 , T3&T4 , 23&24  
7, 27   , T5&T6 , T3&T4 , 5&6  
7, 28   , 7&8 , 15&16 , 1&2  
7, 29   , 25&26 , 7&8 , 13&14  
7, 30   , 23&24 , 21&22 , 51&52  
7, 31   , T1&T2 , 1&2 , 3&4  
7, 32   , 5&6 , 49&50 , 53&54  
7, 33   , T7&T8 , 21&22 , 49&50  
7, 34   , 49&50 , 5&6 , 1&2  
7, 35   , 25&26 , T1&T2 , 9&10  
7, 36   , 1&2 , 11&12 , T3&T4  
7, 37   , 9&10 , 45&46 , 21&22  
7, 38   , 15&16 , 51&52 , 11&12  
7, 39   , 15&16 , 3&4 , 7&8  
7, 40   , 11&12 , 27&28 , 3&4  
7, 41   , 47&48 , 13&14 , 7&8  
7, 42   , 3&4 , 53&54 , 9&10  
